KD,5D,4C,9H,QC,7C,QH,KS,JH,2H,6H,2S,AC,AH,JD,QS,3S,JS,10H,10S,7S,AS,QD,5C,9D,6S,8S,KC,7H,4S,9C,5H,7D,2D,10C,3D,4D,AD,6C,5S,3C,KH,6D,4H,JC,9S,10D,8H,8C,2C,3H,8D,
QC,9H,8H,7S,9D,6S,10S,8S,7D,9S,6H,KC,4C,KH,4D,JS,4H,QH,3D,8D,2S,3C,5C,5D,AD,6C,5H,AH,7C,2D,2C,2H,6D,5S,QS,10D,10C,JD,7H,QD,JC,KD,AS,AC,JH,3H,3S,10H,8C,KS,9C,4S,
AS,7S,7D,9S,QC,5D,2D,JS,10D,KH,JC,4C,8C,6H,QH,4H,4D,2H,3D,AH,6C,2S,AC,8D,9H,10H,6S,6D,3C,KS,KD,8H,10C,AD,3H,JH,10S,QD,2C,3S,7C,9C,5S,4S,JD,8S,5H,QS,5C,KC,9D,7H,
7C,9H,9D,7H,6D,AC,AH,KH,4H,6S,5S,AS,4D,8D,3C,10S,2H,JH,5C,2S,4C,AD,10D,KD,3H,QH,3D,2C,2D,6H,10C,5D,JS,7S,4S,8C,QC,QD,9C,8S,QS,3S,9S,6C,8H,JC,5H,KC,KS,10H,7D,JD,
KC,2C,5S,JS,AH,KH,2D,3D,10H,QC,8C,9S,9D,10S,JH,AC,3C,QD,6D,2H,JD,9H,7S,6C,9C,4H,10C,JC,8D,6S,QS,8S,5H,3S,5C,QH,7H,2S,10D,8H,KD,3H,KS,4C,AS,7D,5D,4S,6H,AD,4D,7C,
KS,6H,JH,7H,5C,6C,8D,2C,9H,6D,5H,8S,AD,10C,4S,5S,QS,6S,2H,10D,8H,4C,JC,7D,9C,2D,JS,3S,7C,3C,9D,AS,4H,KH,QH,JD,3H,QC,9S,2S,10S,4D,QD,10H,3D,7S,5D,8C,KD,AC,AH,KC,
6S,2S,8D,AH,5C,10D,AC,10C,QH,2D,5H,2H,4H,6H,6D,8C,KH,2C,4C,AS,4S,4D,9S,JD,9D,3C,8H,JH,AD,10H,9H,QD,JS,7C,QC,10S,7H,8S,KD,7S,5S,3D,3S,3H,5D,7D,KS,9C,JC,6C,KC,QS,
5D,QH,10C,2S,7D,QD,KH,3C,7S,9D,3D,JD,7H,4D,8D,3S,4S,6S,3H,JC,6C,7C,8H,KS,4C,KD,JH,5H,9S,JS,6H,10H,10S,AH,QS,5C,KC,4H,AD,8S,AS,6D,9H,AC,2H,5S,10D,8C,9C,QC,2C,2D,
QC,9C,4S,9D,7H,8S,AC,10C,4C,QH,QS,KS,KH,6D,9H,5S,9S,JC,7D,3D,2S,6H,10S,JD,6C,7C,3H,8C,7S,2H,8H,5H,JH,3S,6S,8D,AD,5D,10D,AS,KD,2C,2D,AH,4D,KC,5C,QD,10H,4H,JS,3C,
7C,JC,KC,6D,KS,4H,6S,QH,AS,QS,JS,10C,4D,6C,5S,6H,2D,4S,KD,JH,4C,2S,3C,QC,8H,2C,10D,9H,5C,8D,AD,JD,AC,10H,10S,7S,7D,8S,2H,5H,7H,3H,3D,KH,3S,8C,AH,9C,QD,9S,5D,9D,
10H,4C,3D,6C,10C,8S,4S,3C,AH,10D,8C,9H,2H,JS,7S,AC,2S,7H,7D,KS,3H,JC,QC,8H,QH,JD,5S,5C,4H,2D,9S,8D,2C,KC,KH,10S,QS,5D,AD,KD,QD,6S,4D,3S,6D,9C,9D,AS,7C,6H,5H,JH,
8S,7D,9C,7C,7H,2C,5H,JC,3S,10S,8D,5S,JH,QD,KH,9S,9H,AD,KS,3D,2D,6C,AH,2S,2H,6D,QC,8C,4S,6H,QH,4C,10C,4D,7S,8H,KD,9D,AS,AC,5C,3H,10D,JS,6S,3C,KC,5D,10H,QS,JD,4H,
JD,8D,5S,5H,AD,AS,AH,3S,9S,QD,9H,4D,JS,4C,2S,KS,2D,QH,7H,8H,8S,4S,6D,KD,10S,JC,6H,9D,QC,10C,7C,JH,3C,7S,5C,9C,7D,2H,8C,AC,QS,KC,6S,6C,4H,5D,3D,10H,3H,2C,10D,KH,
KS,QC,9S,JS,8H,QH,AD,KD,2D,9C,2C,5H,KC,AS,10H,KH,6C,2S,10D,10S,7D,5S,8S,9D,9H,3S,QS,3D,4S,QD,7C,JH,6H,4C,8C,7S,7H,2H,6S,3C,4D,JC,3H,AC,8D,5C,AH,4H,JD,5D,10C,6D,
8C,10H,4S,8D,5D,AS,JD,KC,JS,QD,7C,8S,4C,7S,6C,6D,5S,2S,3S,QC,9H,3C,QH,AD,7H,9S,4D,2D,6H,3D,AH,10S,3H,9D,KD,2C,JC,6S,KH,10C,KS,2H,8H,4H,9C,AC,5H,QS,7D,JH,10D,5C,
4H,2C,4D,3D,5S,KD,9C,5D,4C,7H,9S,AD,4S,3S,3C,AS,6H,7S,AH,QD,JC,8H,10D,10C,JH,KS,6S,5C,3H,7D,2D,5H,QC,10H,KH,8S,JS,AC,6D,9D,10S,9H,2S,KC,8C,QH,6C,8D,7C,QS,2H,JD,
2S,KD,9C,6S,7H,JC,AH,4D,9D,QC,3S,JS,JD,AS,5S,KS,AD,10H,JH,5D,AC,QD,7D,6D,QS,3D,5H,4H,8D,2C,6C,8H,7S,9H,10S,10C,8S,5C,KH,3C,7C,KC,2H,6H,2D,4S,3H,9S,10D,4C,8C,QH,
3D,6H,6C,JS,7D,8C,KH,QC,2D,QD,4D,KS,7S,7H,10D,2S,2C,QS,10C,AS,4H,AD,8H,8D,AC,8S,7C,3H,JH,5C,KC,10S,2H,3C,AH,9C,KD,9H,JD,6S,9D,4C,QH,10H,5D,9S,6D,3S,5S,4S,5H,JC,
AD,JS,7C,9D,9S,6S,10C,2S,AC,5D,QD,JC,6H,2H,2C,7D,8D,9C,6C,7H,7S,3D,4S,AS,KD,KS,KH,3H,5H,3C,JH,8C,KC,3S,9H,4D,5S,AH,4C,6D,JD,8S,10D,QC,4H,2D,QH,5C,8H,10H,QS,10S,
7S,9C,5H,4D,KS,JC,JH,8H,6H,5C,JS,JD,QC,9H,4S,9S,KD,2C,3D,3C,3S,QD,10H,2D,KH,5S,8S,7C,8C,9D,6S,AC,QH,4H,5D,10D,2S,7D,KC,8D,6D,AS,QS,2H,AD,AH,4C,10S,6C,7H,3H,10C,
4S,8D,4H,8H,6D,KC,8C,JD,2S,2C,AH,JH,2H,QH,10S,QS,QD,JC,3C,5H,5D,10H,KH,9C,9S,9H,AD,7C,3H,QC,6C,7H,7D,6S,9D,KS,AS,2D,4D,AC,4C,3D,KD,10D,5S,3S,JS,5C,6H,10C,8S,7S,
7H,6S,8H,KH,9H,KD,6C,AC,QD,3H,9D,2S,10C,5H,10D,4D,QC,5S,9S,3S,5C,2H,8S,8C,2D,JC,5D,JH,AS,QS,AH,2C,9C,4H,JS,QH,6D,4C,3D,10S,6H,JD,7S,8D,7C,3C,KC,KS,4S,10H,AD,7D,
6H,4C,QH,QD,AC,6C,JD,8D,9S,2H,JS,3S,QC,KH,AD,8S,KS,7H,7S,6D,5H,9C,5S,5D,6S,7D,JC,4H,7C,2S,10H,10D,AH,4D,10C,2D,4S,KD,8C,2C,9D,5C,KC,AS,JH,3H,9H,3D,8H,3C,QS,10S,
JD,2C,7D,2H,9H,QH,8C,9C,5H,9S,KH,QC,7S,AD,8D,8H,10H,QS,4S,5S,6S,4D,2S,10C,7C,AH,10S,6H,9D,6D,JS,QD,KS,6C,8S,JC,5D,3S,KD,7H,AC,4C,10D,JH,3D,3C,KC,2D,3H,4H,5C,AS,
9D,7C,7S,9S,4D,6C,7D,10H,KC,JD,3D,AD,8H,6H,QC,2C,KH,4S,8D,5C,2H,AC,4H,QD,QH,5S,8S,2S,4C,JS,9H,7H,QS,KS,10D,3C,8C,6D,KD,3H,AS,10S,5D,6S,AH,JH,9C,2D,10C,5H,JC,3S,
10D,6H,5S,9H,QS,5D,AD,7S,6C,10C,KD,3S,AS,2C,JS,QD,5C,2S,KS,3H,AC,JD,KC,8C,5H,10S,4D,9D,KH,4H,AH,3D,QC,JH,10H,7C,6S,9S,2D,4C,7D,6D,JC,4S,3C,8D,2H,8H,8S,9C,7H,QH,
7D,6C,3S,QC,10D,6H,7S,8C,9H,JH,10C,4C,AH,AS,3H,8S,4D,4H,KD,8H,JC,8D,6S,KH,9C,7C,4S,2D,10S,3D,9D,5D,2S,7H,JS,2H,3C,KS,6D,QS,2C,AD,5C,KC,10H,QH,5S,5H,QD,JD,9S,AC,
AC,7H,KS,6S,QC,4D,8D,AD,9C,5D,KD,2H,AH,7C,10S,3S,7S,10C,2C,4H,JH,6D,6C,QD,3H,5S,2D,8H,2S,8S,4S,3D,9S,JC,9H,3C,6H,AS,KH,5C,5H,KC,QH,7D,8C,4C,QS,JS,10D,10H,JD,9D,
QS,3H,5D,8H,4H,4D,2H,7H,2S,3C,AH,QD,JD,5C,4C,10H,6C,4S,8S,AS,10S,3S,10D,2C,6S,QC,9H,2D,KH,JH,5H,7D,5S,8D,9S,AD,KS,10C,9D,8C,3D,7C,KC,JC,9C,6H,AC,7S,QH,JS,6D,KD,
2S,9H,7D,7C,4D,KC,6D,8C,6C,AD,4H,9C,3C,8H,JD,7H,QD,4C,7S,5D,AH,QC,8D,KS,10C,2H,6S,AC,8S,10S,JS,3D,QS,3S,2C,10D,9D,9S,JC,5C,JH,10H,5S,QH,AS,2D,5H,6H,KD,KH,3H,4S,
6C,4C,4D,KD,KC,2D,10H,7H,3D,9C,KH,KS,2S,5D,9S,3C,5H,10S,AD,10D,9H,QH,JC,AC,6S,10C,JS,2H,JH,7D,8S,6D,7C,QC,9D,3S,8D,5S,5C,AS,6H,4S,2C,AH,QD,8C,QS,JD,4H,7S,8H,3H,
8C,2D,7H,3S,4C,9C,QD,9H,2H,6D,7S,8D,4H,6H,10S,5H,10D,6S,AD,KC,3C,9D,JD,5S,2C,5D,5C,KS,8S,7C,AC,10H,4S,KD,9S,3H,10C,AH,JH,6C,QC,QS,QH,AS,JC,JS,KH,2S,8H,4D,7D,3D,
7S,3H,6D,JH,8C,3D,10S,5H,10H,10D,3C,9H,QC,10C,KD,JC,AC,5D,9D,2H,6C,QS,5C,4H,6S,6H,8S,KC,AS,2D,9C,4C,AD,3S,4D,JS,2S,KH,KS,QD,QH,8H,7D,AH,7C,JD,2C,4S,9S,8D,5S,7H,
JD,6C,8D,5C,2C,6H,6S,10C,3D,AC,KH,3H,5H,QD,2D,8H,8S,7D,KD,QS,KS,9C,JC,4C,10D,QH,QC,AS,KC,9D,7H,6D,5S,4S,2S,10H,7S,5D,AH,JS,9S,4D,9H,10S,8C,3C,3S,2H,AD,JH,4H,7C,
2C,5C,KH,KC,3H,10C,7H,9S,AC,8D,9C,6H,8H,3C,4D,KD,7D,6D,QD,8C,JH,6C,2S,QC,KS,8S,6S,2D,7C,10D,QS,4H,2H,AD,3S,3D,JC,5H,AH,10H,5S,10S,4S,4C,JS,9D,QH,5D,9H,7S,AS,JD,
6D,9S,KS,QD,2C,2H,10C,8D,AH,3C,2D,5C,7D,KC,6S,KH,4H,QC,7S,AD,9C,4C,3S,5D,6C,JC,KD,JS,JH,6H,9H,10S,2S,4S,8S,7C,10H,8H,QS,3D,4D,5H,AS,AC,8C,3H,9D,5S,QH,7H,10D,JD,
7H,5C,4C,6H,4H,9S,9H,QC,8D,9D,KH,3H,9C,4D,8S,JC,AC,3S,5H,QS,2S,10S,2H,JH,QH,JS,2D,3D,JD,QD,10C,KD,8C,2C,6C,5S,AD,6D,7D,10H,KC,4S,AS,5D,6S,KS,7S,3C,7C,10D,AH,8H,
3S,2H,KD,JD,8H,QS,3H,6H,5C,KS,QC,2C,QH,4S,6C,10C,7D,4D,6D,9C,AC,5S,10D,8S,AS,3D,8C,JS,7C,6S,2D,JC,7H,9D,7S,8D,AD,KC,QD,10S,AH,2S,5D,3C,5H,9H,JH,10H,KH,4C,4H,9S,
4S,6D,5S,AS,2S,7C,6C,AC,7D,10C,4D,QC,KS,2D,10D,5D,JC,7S,KC,4C,2H,JS,QS,6H,8H,2C,KD,8S,8D,3H,5C,3D,9S,8C,AH,3C,QH,9H,7H,10H,10S,KH,4H,9C,QD,JD,5H,JH,9D,AD,3S,6S,
2D,8H,9D,AS,8S,3C,7D,7S,2S,5C,QC,AD,4D,QH,4C,3S,KS,6H,7C,2H,10C,5S,5D,10D,QS,JD,QD,3H,6D,JH,9H,9C,8D,4S,5H,8C,3D,4H,AC,7H,2C,KD,9S,6S,10H,AH,JS,KC,KH,6C,10S,JC,
AD,8C,KH,AH,7C,QS,8D,AS,6C,6H,JS,KD,10D,AC,9H,5C,6D,8S,3S,4S,2D,7D,4C,9D,3H,7S,QH,9C,QC,7H,3C,10C,10H,5D,6S,KC,QD,9S,5H,5S,4H,2H,3D,JC,JH,KS,4D,8H,JD,10S,2C,2S,
KD,10C,9C,QS,6D,9D,10D,QH,7H,QD,5C,2S,5S,AH,AS,8D,2C,5H,8S,3H,JS,QC,KS,KC,7C,AC,4C,3S,7S,10H,AD,6H,2D,8H,4D,KH,6S,JD,JC,9H,8C,JH,3C,7D,5D,10S,4S,2H,3D,6C,9S,4H,
9D,8S,5H,7H,7S,4C,9C,8D,2S,3S,5C,4H,10S,9S,KH,10D,2C,2H,QC,4S,AS,7C,3H,10C,KC,KD,6S,6D,4D,AC,JD,3D,7D,10H,3C,5D,AD,JC,JS,QH,AH,8C,5S,2D,6H,KS,8H,JH,QS,6C,9H,QD,
8S,QC,6H,JD,7H,4C,3D,2S,AD,AH,3S,6D,4D,JH,9H,10C,10D,AS,KD,2H,9S,KS,3C,JC,3H,QH,6S,7S,7D,JS,4S,5C,8D,2D,8H,5H,KH,7C,8C,9D,AC,6C,9C,2C,5D,5S,10S,QD,4H,10H,QS,KC,
KS,9H,AD,6C,QC,QD,4S,2D,7D,KH,3H,9D,3C,JC,8S,2S,JD,9S,3D,4C,4H,AS,4D,7C,JS,8H,5S,9C,KD,QH,8C,6D,10H,7H,3S,5C,AH,8D,10S,10C,QS,2C,7S,5H,2H,KC,10D,6S,6H,AC,5D,JH,
QH,4S,9S,6C,5H,5C,6H,KH,8D,8C,AD,2D,7H,4D,KC,4H,QD,3C,5S,7S,2C,7C,7D,10C,5D,3D,2S,6D,3H,QC,JC,KS,10H,9D,9C,2H,AC,JS,9H,QS,8H,JH,3S,10D,6S,4C,KD,10S,JD,AH,8S,AS,
7C,2C,9H,10D,QD,KD,2S,AD,JS,2H,QS,JD,10H,AH,7H,6C,3H,AC,4D,9C,8C,9D,QC,KS,10S,4H,3S,JC,7S,5D,10C,6H,KC,5S,4C,8H,4S,JH,6D,9S,8S,5C,KH,5H,AS,2D,QH,3D,6S,3C,7D,8D,
6C,4D,9C,6D,2H,5H,2D,2C,3H,4C,KC,5S,10S,7D,JH,3S,AC,4H,2S,7C,8D,10D,JS,KH,8C,3D,JC,3C,8H,10H,7S,AH,4S,AS,7H,KD,5D,9S,KS,QH,6H,8S,AD,9D,JD,QC,6S,QS,9H,QD,10C,5C,
AC,5H,QH,8D,KC,5D,7D,JD,AS,2S,2D,7S,KS,2C,2H,8C,JS,10S,6D,9C,4S,10D,9H,3H,3S,9D,3C,QD,10C,QC,KD,AH,4C,5C,QS,4D,6S,7C,AD,JH,8S,6C,KH,5S,9S,6H,8H,7H,10H,4H,3D,JC,
10S,5C,3H,KS,QC,7D,5S,8C,6S,KH,9D,2D,QD,JS,6D,8H,4H,KC,QS,AS,3C,7C,10H,8D,10D,AH,4D,7H,5D,9S,JD,AC,3D,10C,JH,JC,9C,7S,4S,2S,KD,8S,6H,2C,3S,QH,9H,AD,4C,6C,2H,5H,
7C,9D,KH,3C,2D,QS,QD,7H,QC,AC,8C,10H,JS,5D,AS,3H,6D,9S,6S,4C,JC,6H,JD,8H,JH,10C,5C,5H,KS,9C,3S,9H,QH,8D,6C,4D,AH,5S,2S,2C,KC,8S,3D,7D,10D,4H,KD,7S,10S,2H,4S,AD,
QD,2H,10H,KC,QC,4C,5D,8H,8C,KS,JH,9S,3C,7D,2D,2S,10C,QH,6H,6C,KD,JD,AD,5C,AS,2C,9C,KH,9D,4H,7H,7C,4S,3D,9H,8S,AH,QS,6S,8D,3H,7S,5H,AC,JS,JC,5S,10S,6D,10D,3S,4D,
7D,8C,9S,AD,JH,7S,9D,6D,3C,3D,6S,2D,5D,10H,10C,5H,QH,JD,KC,JS,AC,4H,5C,JC,9C,QD,2H,10D,4C,KD,4D,8H,8D,QC,3S,10S,KS,5S,2C,QS,AH,6H,7H,9H,KH,8S,4S,AS,2S,3H,7C,6C,
5H,8C,6H,9C,QH,QC,JH,4S,8D,9D,10D,JD,KS,5C,AS,KH,AH,8S,3S,9S,6S,7H,4C,5S,3D,KC,KD,2H,JC,4D,10C,9H,8H,7S,6C,7D,QS,QD,3H,4H,2S,AC,10S,6D,7C,10H,2C,2D,5D,3C,JS,AD,
4S,KS,QC,3D,6C,AD,3C,9D,6H,9H,4C,9C,7H,QD,6S,JC,2S,JD,2D,KH,8D,10D,5D,5S,AH,7D,4D,10C,8S,2C,8C,JH,2H,QS,10H,KD,6D,AS,AC,5H,KC,10S,3S,4H,7S,9S,QH,3H,JS,7C,8H,5C,
KC,5C,10C,7H,2D,3C,KH,2S,QS,AS,8C,6C,10D,QC,9D,JH,6D,QD,4D,KD,4C,4S,4H,QH,9H,5S,6S,6H,AD,9C,3S,2H,KS,2C,3H,10S,JS,8H,5H,7C,7D,9S,JC,JD,3D,8D,AH,5D,7S,8S,10H,AC,
3D,QH,3S,8H,9D,2S,4S,10H,JC,9S,AD,JD,5H,3H,KH,AC,9C,3C,7H,8C,5S,KC,10C,10D,2H,8S,6D,JH,JS,6C,AS,QS,5C,2D,KS,7D,QD,9H,QC,6S,KD,5D,AH,7S,4H,2C,6H,8D,4C,4D,10S,7C,
6H,JS,6D,AC,8C,10D,JD,8H,KC,9C,7D,2C,6S,8D,3S,3H,5D,2H,QD,AH,5H,5S,2S,9H,8S,5C,JC,10H,4H,10S,9S,AD,AS,7S,3C,4S,4C,7C,QC,KH,KD,QS,4D,9D,2D,7H,QH,6C,3D,10C,JH,KS,
3S,QC,3H,7D,3C,2S,JH,6C,AH,4D,3D,8D,AD,JC,8H,9S,2H,6H,9C,7H,JD,8S,KC,9D,4H,7S,2C,2D,4S,KS,9H,10S,10C,5D,KD,5C,AC,QH,KH,10D,5H,10H,5S,AS,6S,8C,4C,7C,6D,QS,QD,JS,
3C,QH,QD,JC,AD,4D,QC,7S,5H,6H,QS,2H,5C,JH,KC,KS,3S,2S,10D,9D,AH,5D,4C,10C,5S,8D,2D,7D,AC,9S,7C,8S,2C,10S,KH,6C,8H,JS,9C,4S,4H,10H,8C,JD,6S,7H,9H,3D,3H,KD,6D,AS,
QC,8D,AC,JH,AD,6S,7S,5H,9D,2S,2C,JD,4H,10H,JC,5S,7H,QD,JS,AH,9C,8H,3H,9S,8S,KH,2D,3C,KC,6D,10C,QH,4D,5C,7D,AS,4S,6H,7C,KS,QS,8C,10S,9H,2H,3S,3D,4C,5D,6C,10D,KD,
3H,JS,9D,3C,2S,KD,4S,3S,2C,QH,8D,7H,6H,9S,9H,5C,AS,5H,10D,10H,2H,KS,KC,4D,10S,2D,9C,5S,KH,6D,AD,6S,JC,6C,AC,3D,8C,5D,QS,10C,AH,8S,4C,JD,JH,7D,QD,8H,7C,4H,QC,7S,
9D,2C,5S,QD,10D,7D,QH,JH,3D,2S,10H,6D,8S,5H,JC,4C,4D,7C,AH,AC,9C,KH,9H,4S,KD,QS,8D,6H,6C,KC,5C,3S,8C,7H,7S,3C,JS,2H,9S,5D,QC,4H,AD,AS,10C,6S,JD,2D,8H,KS,3H,10S,
AD,3H,8S,7C,KS,5C,KH,KD,2D,8H,5H,9S,5D,KC,7D,6H,10D,QD,QC,6S,3S,4C,2C,7H,10H,AH,JS,JH,AS,6C,9H,10C,8C,JD,3C,3D,4H,5S,4D,9D,9C,QS,2H,JC,6D,7S,QH,8D,2S,10S,AC,4S,
9S,4C,6S,9H,JS,3D,10H,4D,JH,QC,7S,5S,8H,5D,KC,4S,9C,QH,2D,5H,7H,5C,AD,JD,6C,KD,AC,KH,10C,3C,3S,7D,AH,10D,8D,2C,2S,QS,JC,8C,4H,10S,6H,6D,2H,8S,9D,3H,KS,7C,AS,QD,
KH,JS,6S,JC,9H,3H,2S,6H,8H,AH,6C,10D,JH,4D,3D,7C,9S,QS,3S,5H,7S,7D,AD,9D,KC,AC,10C,QH,10H,2C,2H,5C,QC,KD,AS,8D,4S,9C,2D,7H,5S,KS,JD,8C,4H,8S,3C,QD,4C,10S,6D,5D,
8C,7S,KS,6H,3D,7D,8S,4D,5S,9S,6S,QC,8D,5D,3S,QD,3H,JH,JS,6D,4S,AD,5H,2H,10H,8H,KH,7H,10D,4C,KD,3C,AH,7C,2D,JC,AS,4H,9H,6C,10S,AC,10C,5C,9D,2S,QH,QS,KC,2C,JD,9C,
7S,4C,4S,6C,AH,8D,JS,10H,QH,6D,2C,6S,10C,8H,2H,4H,AC,QS,4D,9H,AS,9S,KH,7C,5D,5S,9C,KD,QD,AD,KS,2D,10S,5C,9D,QC,8C,6H,5H,JH,3S,JD,3D,7H,8S,2S,KC,3H,7D,10D,JC,3C,
QH,2S,8C,KS,3C,7D,7C,10D,7H,JS,5C,2H,5D,10H,AS,2D,6S,4S,10C,9C,2C,6C,KC,KD,8S,3H,9H,QD,AD,5S,6D,5H,JC,JD,8H,6H,KH,9S,3D,7S,3S,AH,QC,10S,JH,8D,QS,4H,4D,4C,9D,AC,
QC,AC,8C,10D,KD,9S,JC,2S,8H,2C,7H,7C,4H,7S,5S,QD,AD,4S,6D,3H,6H,KC,7D,10C,KS,JS,3D,4C,KH,JD,6S,5C,2H,4D,2D,JH,6C,3S,9H,AS,5H,QH,10H,10S,8D,5D,QS,3C,9D,AH,8S,9C,
AD,10D,5S,10S,6H,AC,10C,10H,9C,7C,3H,4C,5D,3D,JC,8S,6C,2D,7S,JH,5C,JD,8D,4H,2H,3S,KH,2C,8H,KC,7D,KS,AH,QD,3C,4D,KD,4S,AS,8C,JS,6D,9S,QS,2S,9H,QH,6S,QC,9D,5H,7H,
4S,10S,8H,7S,4H,8C,7C,4D,2C,6S,JS,KS,3D,2S,7D,AH,QH,9C,2H,JD,8D,6C,8S,AD,7H,9H,10H,KH,5D,5S,AC,QS,3C,9S,6D,KC,2D,6H,JC,9D,3H,10D,QC,KD,4C,3S,10C,JH,5H,AS,5C,QD,
2C,5D,8C,JS,QD,4H,AD,7H,8H,AH,QS,JD,KH,6H,3D,5C,10C,KS,6C,8D,QH,5H,7S,9H,9C,8S,AS,4C,7C,4S,JH,6S,6D,KD,10H,JC,3H,7D,9D,QC,2D,AC,2S,4D,2H,5S,10D,10S,3C,KC,9S,3S,
QC,KD,AD,2S,KH,4H,QH,9H,QS,5H,3C,10D,2C,9S,8H,JH,7D,10H,6D,9C,8C,QD,7H,5D,4S,3D,JC,JD,10C,3H,JS,5S,4D,2D,10S,2H,KS,6H,AC,8D,5C,KC,7C,6C,9D,AS,6S,4C,3S,AH,7S,8S,
AS,9H,8S,5H,4C,3D,2C,8H,10S,KD,2H,6S,2D,AD,QH,4H,5D,2S,9C,10D,10C,8C,4S,10H,KC,4D,5S,7H,QD,AC,9D,9S,8D,7C,JD,QS,7S,AH,6D,3S,6C,3H,7D,KS,QC,JH,KH,JC,JS,5C,3C,6H,
5D,9C,7D,JC,2D,QD,3H,8S,4S,JD,10H,8C,8H,2S,5S,5H,JH,4D,10C,AC,AH,KD,KC,5C,QC,KS,6D,9D,3C,7C,9S,7S,6H,2C,10S,4C,7H,3D,AS,6C,KH,6S,AD,JS,QS,4H,9H,3S,8D,2H,QH,10D,
JD,10S,JS,2S,9D,8D,5H,4D,3C,10H,8H,6D,4S,3S,7C,9S,5S,2D,AH,8C,QC,6S,AD,7H,AS,KD,3D,2H,AC,3H,QH,6H,QS,KS,JH,4H,2C,KC,7S,10C,10D,9H,5C,9C,JC,8S,QD,6C,4C,5D,7D,KH,
5C,QH,3S,QS,3D,9S,6D,JS,JH,10H,8H,2S,7S,9H,10D,5H,3C,8C,6H,2D,7D,AH,JD,AC,QD,7H,7C,4C,9C,4H,3H,2H,4S,6C,6S,5S,KD,2C,10S,9D,5D,4D,JC,KC,AD,KH,8D,10C,KS,AS,QC,8S,
JC,8H,6D,4H,10D,9H,10S,6S,9S,QD,8C,3D,KC,7H,8D,5D,AC,2S,KS,5H,JH,4D,10C,4C,7D,4S,QS,2D,5S,8S,JD,6C,QH,2C,AH,9C,3H,7S,9D,JS,10H,3S,3C,QC,AS,2H,5C,6H,7C,KD,KH,AD,
JD,9H,10C,9C,JH,5C,4H,QD,2S,AS,4C,8D,KS,10H,3C,QH,7H,10S,7D,AD,2H,3S,8C,5H,8S,6C,9S,3D,KD,KC,7C,QC,AH,3H,4S,6S,6H,8H,9D,10D,6D,AC,QS,JS,4D,5S,2D,2C,JC,KH,7S,5D,
2H,QS,6S,9H,10S,KS,8D,JH,KH,KD,7D,10C,9C,JC,3D,6D,8C,9D,4H,3H,8S,5C,8H,4D,AH,2D,5S,QC,7C,AC,10H,4S,6H,AD,7S,AS,JS,JD,5D,9S,3S,QD,3C,4C,KC,2C,2S,5H,6C,7H,QH,10D,
7S,6C,KS,8C,JH,2D,8D,3S,6D,2H,9S,4S,7C,AC,10C,9C,9H,5S,9D,QC,AS,AD,10D,8S,KD,7H,JS,4D,JD,3D,QH,7D,6H,KH,5C,8H,QD,JC,10S,2C,4H,3H,KC,AH,2S,3C,6S,5H,5D,4C,10H,QS,
2S,KD,QH,4H,4S,5H,KC,4D,7H,2D,7D,7C,6D,10D,5D,6C,3D,5S,JS,8S,9S,6H,8H,10H,9C,AH,8D,3C,3H,QC,KS,AC,KH,9H,9D,AD,6S,QD,10S,AS,2C,5C,3S,QS,2H,JD,7S,4C,JH,8C,JC,10C,
2H,7D,QS,JC,QC,6C,AH,JS,7H,AS,AC,4C,2S,9D,5D,2C,8S,10D,7S,8C,QH,6H,KC,9S,10C,KD,QD,6D,9C,3D,9H,JD,3S,10H,10S,8H,4S,3C,4H,JH,5C,6S,4D,KH,3H,KS,5S,8D,5H,7C,AD,2D,
9D,4C,AD,JC,JD,4D,2C,8C,AC,7S,4S,6S,10C,7H,7C,JS,4H,QH,3C,5C,2H,3D,10S,KH,AH,9H,KC,8S,7D,AS,10H,10D,KS,3H,5S,2S,QS,9S,JH,5H,9C,8H,KD,6D,8D,3S,2D,5D,QD,6C,6H,QC,
JC,AC,9H,4S,JS,5D,2H,4C,KH,AS,8S,KS,QH,QS,QC,9C,JH,9D,6C,8H,AH,3D,9S,AD,KC,6D,2D,2S,7S,5H,4H,6S,7D,3S,8D,7H,3H,QD,8C,JD,10S,4D,5C,5S,10C,3C,6H,2C,KD,10H,7C,10D,
5S,2H,7C,3D,6C,AC,10C,KH,JC,3C,10D,4D,10H,KC,7D,8H,2C,KS,5D,7S,8S,7H,AH,6D,4H,2S,5C,9S,AS,8C,9D,3S,6S,8D,6H,4S,9C,JH,9H,KD,5H,4C,JD,2D,AD,QD,QH,QC,3H,QS,JS,10S,
QC,QD,2C,4S,8S,7H,8D,JS,JD,3S,QS,7S,5C,AS,KC,KH,10C,10H,10S,6H,5H,4D,JC,10D,9H,8C,JH,6C,9S,4H,7C,QH,3H,KD,9C,8H,AD,2D,4C,AH,AC,2S,6S,5D,3C,KS,3D,6D,7D,2H,9D,5S,
5C,5H,9S,7H,7C,JS,6H,QH,4D,QD,6S,4H,6C,8D,KC,10C,10D,JH,10H,10S,9C,3H,3S,7S,AH,5S,8S,KH,9H,AC,AD,9D,QS,2S,KD,JC,7D,KS,8H,2C,6D,4S,8C,JD,3C,AS,3D,4C,2H,QC,5D,2D,
